	C3L.00104	C3L.00365	C3L.00674	C3L.00677	C3L.01040	C3L.01043	C3L.01045	C3L.01046	C3L.01048	C3L.01049	C3L.01061	C3L.01142	C3L.01146	C3L.01149	C3L.01154	C3L.01155	C3L.01156	C3L.01157	C3L.01327	C3L.01887	C3L.02465	C3L.02504	C3L.02542	C3L.02642	C3L.02704	C3L.02705	C3L.02707	C3L.02955	C3L.02970	C3L.03260	C3L.03266	C3L.03387	C3L.03390	C3L.03392	C3L.03400	C3L.03405	C3L.03407	C3L.03681	C3L.03727	C3L.03728	C3L.03744	C3L.03748	C3L.03968	C3L.04084	C3N.00661	C3N.00662	C3N.00665	C3N.01192	C3N.01196	C3N.01334	C3N.01364	C3N.01366	C3N.01367	C3N.01368	C3N.01369	C3N.01505	C3N.01515	C3N.01517	C3N.01518	C3N.01798	C3N.01814	C3N.01815	C3N.01816	C3N.01818	C3N.01851	C3N.01852	C3N.01856	C3N.01857	C3N.02181	C3N.02183	C3N.02185	C3N.02186	C3N.02188	C3N.02190	C3N.02255	C3N.02256	C3N.02769	C3N.02770	C3N.02782	C3N.02783	C3N.02784	C3N.02785	C3N.02786	C3N.02788	C3N.03088	C3N.03180	C3N.03182	C3N.03183	C3N.03184	C3N.03186	C3N.03188	C3N.03473
Q96NS1	NA	3.426415094	0.807377049	NA	NA	-2.702811245	NA	NA	0.652597403	NA	NA	NA	-1.447154472	-3.049212598	-2.427692308	NA	0.099009901	NA	NA	1.926356589	NA	NA	NA	NA	-2.652892562	NA	-3.836633663	3.405904059	-0.44813278	-0.638888889	3.533333333	1.833333333	NA	-4.138047138	-1.330935252	-3.205357143	0.088495575	-1.568965517	NA	-1.847533632	NA	1.490654206	NA	NA	NA	-4.516666667	NA	-1.375609756	-1.308080808	NA	-0.055865922	NA	1.056451613	NA	NA	NA	NA	-3.335766423	-2.004524887	1.492682927	NA	-0.781990521	NA	0.316037736	NA	NA	-1.576923077	1.880546075	-5.380392157	0.025	NA	2.339506173	NA	NA	NA	NA	NA	-1.666666667	-1.634241245	2.289156627	-4.271317829	NA	NA	NA	NA	NA	-4.105263158	NA	NA	1.419047619	NA	NA
P62699	0.468181818	-0.316981132	-1.266393443	-1.213051823	-0.198380567	0.558232932	1.335443038	1.027355623	1.87987013	1.420952381	0.878477306	0.316770186	1.418699187	-0.122047244	1.372307692	0.659574468	1.153465347	-0.885835095	-0.570754717	0.054263566	1.35193133	0.447761194	0.823129252	-0.096774194	-0.363636364	0.740740741	0.47029703	-1.557195572	-0.261410788	0.088888889	0.625641026	0.07037037	0.435294118	-1.077441077	-0.176258993	0.352678571	-0.35840708	-0.420689655	0.129807692	-1.349775785	1.35193133	1.439252336	0.035040431	-1.644	2.09039548	0.591666667	1.504716981	-1.43902439	0.497474747	-0.766233766	-0.44972067	-0.635930048	-0.084677419	0.486381323	0.176470588	1.591240876	1.051282051	0.693430657	-0.36199095	0.790243902	-0.421319797	-0.582938389	-0.456716418	0.5	-0.961538462	3.464480874	1.820512821	1.532423208	-2.070588235	0.575	-1.347368421	-0.024691358	-0.279279279	0.509259259	-0.323809524	-0.244680851	0.668049793	1.523809524	1.038910506	-2.052208835	-1.189922481	-0.818481848	1.392670157	-0.933774834	-0.701408451	-1.331103679	-0.397129187	0.613372093	0.664756447	0.352380952	-0.349344978	0.825737265
Q86U90	-0.345454545	0.962264151	0.540983607	0.879078695	0.894736842	-0.020080321	0.022151899	-0.334346505	-0.522727273	-0.041904762	1.124450952	-1.130434783	-0.333333333	1.429133858	-0.233846154	-0.161702128	-2.955445545	-0.890063425	-1.650943396	-0.833333333	1.094420601	-0.338308458	0.639455782	-0.306451613	-2.05785124	1.502057613	-0.668316832	0.701107011	2.273858921	0.311111111	-0.225641026	-1.055555556	0.270588235	-2.279461279	-1.237410072	1.058035714	0.039823009	0.372413793	-1.25	-0.65470852	0.875536481	0.799065421	0.811320755	-0.944	1.231638418	-0.145833333	1.608490566	0.814634146	1.330808081	-0.974025974	-0.67877095	-0.0063593	2.064516129	0.070038911	0.955882353	1.580291971	0.192307692	-0.945255474	-0.330316742	-0.67804878	0.319796954	-0.412322275	-1.940298507	-0.320754717	-0.596153846	-0.74863388	0.150641026	-0.843003413	-0.858823529	0.635714286	-1.726315789	-1.141975309	0.621621622	0.111111111	-1.053968254	0.606382979	-0.211618257	-0.019047619	0.373540856	-2.293172691	-0.728682171	-1.392739274	0.651832461	-0.344370861	-1.276056338	1.117056856	-0.105263158	-0.99127907	0.489971347	-0.314285714	0.554585153	0.8230563
Q96MU7	1.222727273	0.569811321	0.430327869	0.330134357	2.060728745	0.421686747	1.582278481	-0.449848024	1.25974026	1.059047619	0.796486091	0.52173913	-0.044715447	2.045275591	1.292307692	0.4	1.396039604	-0.687103594	1.438679245	0.717054264	-1.961373391	-1.512437811	2.108843537	0.177419355	-0.747933884	-1.794238683	1.49009901	-2.409594096	0.136929461	0.611111111	-2.143589744	0.196296296	1.35	-1.404040404	0.661870504	1.959821429	-1.433628319	-2.424137931	1.240384615	-1.067264574	-0.317596567	-0.238317757	1.498652291	1.932	-1.156308851	2.083333333	-0.429245283	-1.312195122	1.045454545	0.675324675	0.284916201	0.79491256	-0.092741935	0.498054475	-2.235294118	0.040145985	-0.017094017	1.335766423	0.153846154	-0.12195122	0.751269036	-0.279620853	1.247761194	-1.169811321	-1.033653846	0.704918033	-1.208333333	0.566552901	-0.270588235	-0.625	0.636842105	-0.543209877	0.405405405	-1.287037037	0.838095238	-0.20212766	-1.029045643	-0.233333333	-0.342412451	-1.618473896	-0.279069767	-1.788778878	-0.410994764	-0.804635762	-1.715492958	-2.722408027	0.631578947	1.11627907	1.478510029	-1.976190476	-0.598253275	2.107238606
Q9H6S0	-1.640909091	1.018867925	0.852459016	-1.232245681	-0.910931174	0.18875502	0.189873418	1.790273556	0.724025974	0.114285714	0.638360176	0.686335404	0.703252033	0.017716535	-1.304615385	-0.195744681	-0.5	-0.974630021	-0.014150943	-0.217054264	0.429184549	-0.935323383	-0.074829932	0.25	-0.983471074	1.028806584	-1.544554455	-1.191881919	-0.485477178	-1.95	-2.158974359	-1.262962963	0.391176471	1.208754209	1.845323741	1.102678571	0.89380531	0.65862069	0.173076923	-0.838565022	-0.291845494	0.196261682	0.382749326	-1.556	-1.604519774	0.7375	0.396226415	-0.385365854	-0.199494949	-1.409090909	1.167597765	-0.756756757	2.536290323	-1.750972763	0.113970588	-0.156934307	-0.132478632	0.744525547	0.090497738	-1.585365854	-1.157360406	-0.398104265	1.767164179	0.924528302	0.110576923	1.442622951	0.121794872	-1.423208191	-1.180392157	0.532142857	1.642105263	0.586419753	-0.761261261	0.990740741	0.571428571	-1.771276596	2.107883817	-0.904761905	-0.902723735	-1.140562249	0.050387597	1.264026403	1.133507853	-1.049668874	-0.957746479	0.190635452	0.576555024	0.040697674	-0.289398281	-1.347619048	-0.545851528	0.477211796
Q9BYJ9	-1.013636364	1.4	-0.975409836	-0.667946257	0.157894737	-0.13253012	1.636075949	-0.161094225	1.532467532	0.88	0.395314788	0.698757764	-1.138211382	0.992125984	0.913846154	0.485106383	0.212871287	-0.898520085	2.179245283	-0.201550388	0.244635193	-0.074626866	1.43877551	-0.185483871	0.115702479	-0.090534979	1.742574257	-1.815498155	0.423236515	0.2	0.964102564	0.266666667	0.685294118	-1.255892256	-0.446043165	1.080357143	-0.137168142	0.1	1.413461538	-0.493273543	-1.454935622	-0.299065421	0.361185984	2.424	0.700564972	0.595833333	1.424528302	-0.009756098	1.48989899	0.525974026	0.413407821	0.330683625	0.685483871	0.568093385	-0.566176471	0.226277372	0.991452991	1.270072993	0.36199095	-0.043902439	0.157360406	-0.208530806	0.131343284	-1.768867925	0.115384615	0.710382514	0.16025641	0.33105802	-0.733333333	0.260714286	1.805263158	-0.716049383	1.193693694	-0.347222222	-0.142857143	-0.441489362	-1.199170124	1.076190476	0.342412451	-0.698795181	-0.220930233	0.085808581	0.298429319	-0.506622517	-1.34084507	-1.2909699	-0.282296651	0.023255814	0.888252149	-0.614285714	-1.270742358	-1.013404826
Q9Y5A9	0.359090909	1.083018868	-0.483606557	-0.69865643	-0.133603239	0.871485944	1.03164557	0.626139818	0.649350649	1.786666667	1.967789165	-0.031055901	0.113821138	2.031496063	1.276923077	1.123404255	0.96039604	-0.957716702	-1.613207547	-0.007751938	0.871244635	0.47761194	2.527210884	-0.161290323	0.020661157	-0.456790123	0.559405941	-1.863468635	2.290456432	-1.216666667	0.384615385	-0.985185185	1.720588235	-0.932659933	2.579136691	2.0625	-0.915929204	-0.917241379	0.288461538	0.569506726	0.111587983	1.144859813	2.291105121	1.416	1.280602637	1.0375	0.094339623	0.195121951	1.214646465	-1.415584416	-0.296089385	0.022257552	-0.294354839	0.20233463	-0.595588235	0.489051095	-0.085470085	1.266423358	-0.737556561	-0.341463415	1.776649746	-0.090047393	-0.352238806	0.382075472	-1.173076923	2.174863388	-1.115384615	0.010238908	-0.333333333	0.325	0.621052632	0.308641975	1.761261261	1.740740741	0.492063492	0.957446809	-0.228215768	0.452380952	1.949416342	-2.75502008	-0.26744186	-1.04290429	0.937172775	-0.622516556	-1.298591549	-1.515050167	1.349282297	0.709302326	1.805157593	-0.823809524	-0.56768559	1.986595174
Q7Z739	-1.554545455	0.588679245	0.56557377	-0.468330134	-0.105263158	0.257028112	0.186708861	0.212765957	0.448051948	0.384761905	1.273792094	1.096273292	0.463414634	0.931102362	0.498461538	-0.553191489	0.410891089	-0.890063425	0.382075472	-0.07751938	0.008583691	-1.169154229	0.833333333	0.314516129	-0.276859504	1.065843621	-0.01980198	-0.848708487	0.261410788	-1.027777778	0.128205128	-1.385185185	1.173529412	1.117845118	-0.129496403	0.129464286	-0.128318584	-0.517241379	-0.096153846	0.210762332	-0.150214592	0.514018692	0.202156334	0.704	0.079096045	0.2625	0.009433962	0.995121951	0.712121212	0.11038961	0.656424581	0.969793323	-0.125	-0.435797665	-0.375	0.408759124	0.401709402	0.397810219	-0.312217195	-0.097560976	0.538071066	0.587677725	0.808955224	-0.698113208	-0.831730769	-0.781420765	-1.397435897	0.030716724	0.811764706	-0.314285714	-1.115789474	-0.716049383	0.292792793	0.523148148	-0.625396825	-0.35106383	-1.514522822	-0.423809524	0.642023346	-1.196787149	-0.100775194	1.719471947	-0.688481675	-0.278145695	-1.022535211	-1.183946488	0.545454545	-0.26744186	0.521489971	-0.814285714	-0.336244541	0.227882038
P31946	-0.168181818	-0.686792453	-0.942622951	0.756238004	0.692307692	-1.610441767	1.575949367	1.489361702	1.766233766	-1.691428571	-0.816983895	-0.49689441	-0.174796748	-0.230314961	-0.873846154	-1.540425532	-0.98019802	1.930232558	0.825471698	2.379844961	0.759656652	-0.805970149	-1.513605442	1.834677419	0.483471074	0.316872428	1.534653465	1.217712177	2.20746888	-0.566666667	2.753846154	2.359259259	-1.485294118	0.208754209	0.54676259	-1.330357143	-0.761061947	3.489655172	1.399038462	2.147982063	-0.725321888	-0.901869159	-0.517520216	1.452	1.107344633	-0.2625	-0.528301887	0.536585366	1.765151515	-0.480519481	0.48603352	-1.233704293	-1.830645161	2.326848249	0.110294118	-0.613138686	-0.085470085	0.467153285	0.208144796	-1.053658537	-0.959390863	1.725118483	-1	0.929245283	-0.086538462	0.579234973	1.621794872	3.28668942	-0.019607843	-1.010714286	-0.347368421	-0.425925926	-0.747747748	-0.657407407	-0.568253968	-1.835106383	-1.46473029	0.066666667	-0.276264591	-0.606425703	-0.085271318	1.429042904	0.206806283	1.533112583	1.036619718	0.247491639	-1.495215311	-1.206395349	-0.025787966	1.452380952	0.026200873	0.230563003
P62258	-0.872727273	1.373584906	-1.094262295	-0.180422265	-0.732793522	-1.510040161	-1.205696203	-1.303951368	0.698051948	-2.121904762	0.521229868	-1.251552795	-2.495934959	0.99015748	0.190769231	0.489361702	0.475247525	0.446088795	-0.226415094	0.275193798	-1.656652361	1.189054726	-1.80952381	1.850806452	0.789256198	-1.748971193	-0.336633663	-0.217712177	2.522821577	0.138888889	0.38974359	0.77037037	0.785294118	-1.663299663	-1.208633094	1.379464286	-0.778761062	1.448275862	-0.0625	-1.121076233	-0.193133047	0.228971963	-0.760107817	0.472	-1.080979284	0.216666667	-0.806603774	-1.053658537	-1.22979798	0.707792208	-1.776536313	0.93163752	-2	1.525291829	-0.893382353	-0.430656934	0.85042735	-0.868613139	0	-0.546341463	1.893401015	-1.45971564	-1.695522388	-0.080188679	-0.139423077	-0.43715847	0.519230769	0.56996587	-1.203921569	-1.657142857	0.905263158	0.481481481	1.513513514	0.060185185	0.907936508	0.409574468	-0.804979253	0.442857143	-0.513618677	0.004016064	0.457364341	-0.653465347	-2.091623037	0.314569536	0.056338028	-0.481605351	-1.306220096	-1.148255814	-0.226361032	-0.019047619	-0.475982533	-0.042895442
P61981	-0.963636364	-1.494339623	0.274590164	0.16890595	-0.004048583	-2.373493976	0.550632911	0.145896657	-0.88961039	-1.641904762	-1.871156662	-1.027950311	1.056910569	1.039370079	-2.270769231	0.982978723	0.366336634	2.572938689	-1.514150943	0.612403101	0.583690987	-1.323383085	-0.806122449	0.879032258	-0.169421488	-0.872427984	-0.143564356	1.136531365	0.452282158	0.588888889	0.420512821	2.348148148	-1.529411765	0.090909091	-3.190647482	-1.709821429	-1.238938053	1.637931034	-1.216346154	0.659192825	-1.896995708	-1.635514019	-1.71967655	1.004	-1.939736347	0.8125	1.04245283	-0.229268293	0.164141414	0.480519481	0.639664804	0.651828299	-2.137096774	0.225680934	0.121323529	-1.051094891	0.397435897	-1.069343066	-1.42081448	0.36097561	1.624365482	-1.3507109	-0.394029851	2.047169811	-1.682692308	-2.672131148	-1.987179487	3.081911263	-2.694117647	-2.814285714	-1.394736842	0.092592593	0.207207207	-1.365740741	1.819047619	1.04787234	-1.950207469	0.519047619	-1.420233463	-0.883534137	1.240310078	1.161716172	-0.12565445	2.281456954	2.095774648	1.769230769	0.076555024	-2.026162791	-1.088825215	2.704761905	2.676855895	-1.257372654
Q04917	0.309090909	-1.864150943	-0.045081967	-1.996161228	-1.538461538	-1.453815261	1.420886076	3.054711246	-1.623376623	-1.756190476	-1.619326501	1.027950311	0.463414634	1.570866142	-1.427692308	-0.391489362	0.396039604	2.627906977	-1.533018868	2.170542636	-1.751072961	-0.263681592	-0.455782313	1.826612903	-0.140495868	-1.53909465	-0.103960396	0.660516605	2.244813278	0.777777778	-0.533333333	1.640740741	-1.252941176	-0.565656566	-0.492805755	-1.928571429	0.026548673	2.334482759	-0.543269231	0.730941704	-2.579399142	0.518691589	-0.326145553	-0.652	-0.696798493	0.479166667	-0.367924528	-1.72195122	-1.570707071	0.837662338	-0.215083799	-0.521462639	-2.370967742	-0.140077821	0.205882353	-0.047445255	0.91025641	-2.383211679	-1.294117647	-0.029268293	1.730964467	-0.63507109	-1.349253731	1.948113208	0.033653846	-2.120218579	-1.673076923	1.324232082	-0.364705882	0.735714286	1.226315789	1.537037037	-0.198198198	-1.476851852	0.984126984	-0.276595745	-0.622406639	1.90952381	-0.108949416	1.449799197	-0.093023256	1.217821782	0.782722513	2.69205298	1.585915493	1.200668896	-0.497607656	-2.226744186	-1.636103152	2.561904762	2.624454148	1.747989276
P27348	2.581818182	-1.939622642	-3.336065574	-1.738963532	-2.696356275	-1.289156627	-0.376582278	-0.504559271	0.181818182	-1.062857143	-0.014641288	-2.608695652	-2.142276423	2.208661417	0.547692308	-1.45106383	-0.123762376	1.917547569	-0.424528302	-0.255813953	-2.068669528	1.074626866	-0.214285714	4.717741935	1.479338843	-2.658436214	0.371287129	0.512915129	2.701244813	1.327777778	-0.512820513	0.862962963	1.182352941	-1.666666667	-0.294964029	1.558035714	-1.079646018	1.120689655	-0.552884615	-1.224215247	-2.802575107	-0.5	-0.258760108	0.068	-1.717514124	2.045833333	-2.146226415	-1.83902439	-1.474747475	0.831168831	-1.737430168	0.918918919	-2.633064516	1.739299611	-1.555147059	-0.204379562	-3.076923077	-1.52919708	-1.108597285	0.36097561	1.233502538	0.478672986	-0.456716418	1.650943396	-1.971153846	-0.715846995	-0.509615385	0.440273038	-0.556862745	-0.728571429	0.942105263	1.944444444	2.310810811	-1.861111111	1.857142857	-0.776595745	0.381742739	0.928571429	-1.256809339	-0.887550201	1.007751938	-1.02310231	-0.041884817	1.264900662	0.228169014	0.715719064	0.215311005	-1.744186047	-0.464183381	-1.761904762	0.589519651	0.804289544
P63104	0.486363636	-0.354716981	0.307377049	0.948176583	-0.477732794	-1.899598394	-0.696202532	0.364741641	-0.597402597	-0.514285714	-1.727672035	-1.124223602	0.869918699	1.279527559	-1.347692308	-0.395744681	-0.128712871	2.720930233	-1.188679245	2.403100775	-0.557939914	-0.995024876	-0.078231293	1.334677419	0.82231405	-0.748971193	-0.292079208	1.723247232	0.846473029	0.594444444	-0.728205128	2.422222222	-1.920588235	-0.63973064	-0.712230216	-1.299107143	0.451327434	2.096551724	-0.360576923	1.304932735	-0.446351931	-0.831775701	-0.582210243	0.36	-1.069679849	0.245833333	-0.95754717	-0.297560976	-0.73989899	-0.25974026	0.237430168	-0.181240064	-1.330645161	0.338521401	0.316176471	-0.193430657	0.14957265	-0.682481752	0.312217195	0.424390244	-0.984771574	-0.549763033	1.137313433	2.146226415	0.076923077	-0.732240437	-0.480769231	1.880546075	-0.650980392	-0.142857143	1.836842105	0.290123457	0.243243243	-0.972222222	1.911111111	1.20212766	-0.697095436	0.857142857	-1.428015564	1.092369478	1.007751938	1.633663366	-1.429319372	2.632450331	1.571830986	1.548494983	0.610047847	-1.587209302	-1.031518625	0.695238095	1.602620087	-0.305630027
P25490	0.931818182	-1.818867925	0.217213115	-1.731285988	0.923076923	1.546184739	1.674050633	0.483282675	2.233766234	1.72952381	1.352855051	0.350931677	-0.922764228	1.748031496	1.338461538	0.323404255	1.514851485	-2.298097252	2.051886792	-0.337209302	-0.64806867	0.213930348	1.982993197	-1.209677419	-0.867768595	-1.641975309	0.381188119	-1.749077491	-0.709543568	-0.061111111	-1.005128205	-0.055555556	0.655882353	-2.996632997	-0.820143885	2.910714286	-0.225663717	-3.403448276	0.721153846	0.35426009	0.098712446	-0.878504673	1.18328841	1.536	0.395480226	1.9875	0.306603774	-1.195121951	2.492424242	-0.337662338	0.913407821	0.13354531	-1.697580645	1.027237354	-0.904411765	-0.481751825	0.435897436	1.138686131	1.280542986	0.834146341	-0.588832487	-1.990521327	1.095522388	-1.5	-0.413461538	0.732240437	-0.480769231	1.061433447	-0.349019608	1.178571429	-1.515789474	0.25308642	1.59009009	-1.643518519	-0.288888889	-0.70212766	-1.800829876	0.866666667	0.548638132	0.389558233	0.65503876	-2.082508251	0.342931937	-1.337748344	-1.574647887	-1.769230769	0.538277512	2.674418605	2.263610315	-2.904761905	-0.689956332	1.168900804
Q9H869	-0.2	1.501886792	1.581967213	1.047984645	-1.433198381	0.674698795	0.047468354	-0.844984802	1.032467532	NA	-0.368960469	NA	-0.06504065	1.36023622	1.572307692	-1.374468085	-0.202970297	NA	-0.438679245	-1.593023256	NA	NA	NA	NA	-1.210743802	NA	2	-0.859778598	0.365145228	-0.072222222	2.246153846	-0.622222222	-0.591176471	-0.32996633	2.888489209	-0.28125	-0.420353982	1.74137931	1.278846154	-0.937219731	NA	0.425233645	NA	NA	NA	-0.229166667	0.801886792	-0.585365854	0.636363636	-0.467532468	-0.416201117	NA	0.435483871	1.536964981	NA	NA	1.085470085	1.744525547	3.303167421	-0.346341463	NA	1.772511848	NA	-0.537735849	NA	1.25136612	0.801282051	-0.344709898	-1.929411765	1.289285714	NA	-2.734567901	-0.932432432	0.12962963	1.403174603	NA	1.095435685	-0.419047619	-0.80155642	-0.220883534	-0.418604651	1.97359736	1.523560209	NA	0.112676056	1.655518395	-0.858851675	NA	1.131805158	-0.038095238	NA	NA
O15391	NA	0.766037736	-0.389344262	-1.347408829	NA	0.871485944	1.484177215	0.416413374	1.275974026	NA	0.693997072	-1.413043478	-0.991869919	1.309055118	0.772307692	-1.153191489	-0.688118812	NA	NA	0	NA	NA	1.176870748	NA	-1.29338843	NA	NA	NA	-0.684647303	-0.272222222	1.251282051	-0.151851852	-0.144117647	NA	-0.539568345	NA	0.96460177	0.682758621	0.581730769	-1.02690583	NA	2.135514019	NA	NA	NA	-0.033333333	0.938679245	0.204878049	1.103535354	-1.428571429	-1.069832402	NA	-0.169354839	0.338521401	NA	0.613138686	NA	NA	-0.809954751	-1.180487805	-1.370558376	-1.530805687	NA	-1.745283019	NA	-0.551912568	0.099358974	0.491467577	NA	1.042857143	NA	-0.99382716	NA	NA	-0.946031746	-1.058510638	NA	1.347619048	-0.607003891	-0.775100402	NA	NA	NA	NA	-0.74084507	-1.481605351	NA	-0.563953488	1.836676218	NA	0.375545852	NA
P43403	NA	-0.049056604	1.270491803	-1.689059501	NA	4.37751004	-1.908227848	1.665653495	NA	-2.228571429	0.023426061	1.894409938	-0.195121951	NA	-1.409230769	-0.582978723	-2.133663366	-0.467230444	NA	1.76744186	0.163090129	0.870646766	-1.166666667	1.278225806	-2.479338843	-0.711934156	-0.242574257	-0.195571956	-0.228215768	NA	0.584615385	NA	2.170588235	-0.252525253	-0.654676259	3.004464286	NA	0.782758621	NA	-0.852017937	-1.077253219	0.373831776	2.776280323	0.836	0.644067797	-2.458333333	NA	NA	-2.02020202	NA	0.148044693	0.950715421	NA	NA	-0.426470588	0.503649635	NA	0.97080292	-0.352941176	1.829268293	-1.126903553	-0.303317536	1.268656716	1.188679245	-1.519230769	NA	0.224358974	-3.433447099	-0.270588235	3.207142857	-0.489473684	NA	NA	NA	-2.625396825	-1.031914894	NA	-1.628571429	NA	-0.995983936	-1.054263566	NA	NA	-0.748344371	-0.625352113	NA	-0.222488038	2.465116279	NA	-0.580952381	-1.812227074	1.058981233
O96006	0.931818182	1.101886792	0.114754098	-1.071017274	-0.526315789	0.690763052	0.044303797	-0.501519757	2.006493506	1.539047619	1.326500732	-0.282608696	-0.727642276	1.448818898	1.046153846	1.565957447	-0.316831683	-0.403805497	0.683962264	0.848837209	1.768240343	-1.024875622	0.87414966	-0.205645161	0.095041322	-0.592592593	3.292079208	-1.206642066	-0.132780083	1.383333333	1.702564103	1.055555556	1.058823529	-0.491582492	1.035971223	1.174107143	-1.137168142	0.513793103	0.860576923	-0.887892377	-0.214592275	-0.182242991	2.393530997	0.928	-0.323917137	1.6375	-0.75	-1.165853659	1.111111111	-0.831168831	-0.240223464	1.233704293	0.157258065	1.097276265	0.176470588	-0.354014599	-0.786324786	1.52919708	0.760180995	0.253658537	0.121827411	-0.843601896	-0.579104478	-0.353773585	0.182692308	-0.049180328	-0.368589744	0.293515358	1.050980392	1.5	-1.115789474	-0.444444444	0.238738739	-0.222222222	2.358730159	0.281914894	-0.630705394	0.457142857	-0.147859922	-1.156626506	0.38372093	-0.277227723	2.534031414	-0.370860927	-1.118309859	-0.682274247	0.031100478	0.747093023	1.893982808	-0.842857143	-0.362445415	1.876675603
Q96IU2	2.268181818	1.403773585	4.885245902	1.163147793	-1.141700405	0.224899598	-1.984177215	-2.100303951	1.451298701	0.838095238	1.373352855	-1.177018634	-3.06097561	-1.179133858	-0.44	-0.608510638	1.876237624	0.369978858	1.721698113	-0.042635659	3.502145923	5.497512438	-0.06462585	-0.633064516	1.79338843	-2.115226337	-1.00990099	0.970479705	-0.742738589	1.761111111	2.015384615	1.585185185	0.605882353	-1.562289562	-1.262589928	3.236607143	0.747787611	-0.520689655	NA	-1.650224215	-3.008583691	1.369158879	0.859838275	1.744	-1.306967985	-0.420833333	NA	-2.380487805	-0.598484848	NA	-0.48603352	0.13672496	1.193548387	NA	-0.3125	0.259124088	0.97008547	-0.215328467	-1.71040724	-0.497560976	-1.14213198	-0.161137441	0.349253731	0.033018868	2.6875	NA	-3.615384615	0.546075085	-0.474509804	-0.560714286	0.431578947	0.111111111	-0.468468468	-3.814814815	1.050793651	1.861702128	0.136929461	-2.223809524	0.470817121	-0.875502008	2.46124031	1.151815182	-1.196335079	-0.062913907	0.095774648	NA	-1.222488038	-0.421511628	NA	-1.571428571	-0.31441048	-0.45308311
